Initial Position (R),Initial Angle (Phi),Birth Time (t_birth),First Visible (t1),Last Visible (t2),Period at present (P)
9283.237670310727,6.162697385207892,-9693.476437784144,-6837.969914328491,1871.6971628709962,53714.19203941874
6695.069507756908,2.047914251868377,-45.85044359332269,-45.85044359332269,496.9135345665253,22682.15126276567
3136.895465675024,4.605598700878725,-6784.736764149812,-6784.736764149812,71613.5700358652,182261.93909637682
6130.320723094101,3.5946846881158745,-9613.31112171851,-9613.31112171851,632.0465134148326,21407.229830673452
9042.58368304211,1.6130679440070992,-4087.9351335992264,-4087.9351335992264,465.1673583694005,23343.467552622104
5716.092196199401,2.5124490970109483,-2294.362304250892,-2294.362304250892,1446.7657206344343,33719.39875819317
5809.640170587666,0.8770936942863355,-2269.5027307786177,-2269.5027307786177,5819.405093421385,53384.006671018775
888.5292932420296,4.936419724225673,-3410.935458933487,-3410.935458933487,87015.66010653156,170863.05789957722
230.7972255353026,1.6630026418804074,-6568.958658041543,-6568.958658041543,58935.21623998838,180286.52057453734
1684.086555242649,4.16757568794546,-9184.562604106022,-6945.812332495718,771.150355264037,32119.332321375445
5778.152936390956,5.430631902192869,-5475.436022196346,-5475.436022196346,3957.4279365557877,49586.53097606661
2359.626345002954,5.988299189830492,-381.43275028629245,-381.43275028629245,617.9358145254528,25495.69701158919
9864.843556971331,2.3293606655915364,-2702.400718596858,-2702.400718596858,19425.512786037863,169291.57714441977
4425.708411321232,3.55998551301448,-3537.4638366474996,-3537.4638366474996,1693.2439196057335,42821.58133598906
2932.4886480681894,0.6851147483964902,-3054.9182398686057,-3054.9182398686057,17604.064889110607,82555.98575112977
5011.071873236,1.8533672167979023,-7567.031527594891,-7567.031527594891,18890.277239827905,106878.35433347138
7141.069904813829,4.686563341745767,-8102.692095444742,-8102.692095444742,973.4571192314133,30455.821998723484
4855.403941124103,1.4556939343748283,-672.980049085945,-672.980049085945,1759.1202382813055,85958.88721406147
7112.116538364172,0.974542718488216,-7432.959292937264,-1941.1268788107363,10123.108321718508,167800.90287652743
4852.55844674515,2.79271282497998,-5293.061782480801,-5293.061782480801,148.1993236528424,14693.53803752532
1799.9616924453412,2.2483899330160675,-5660.051371256036,-5660.051371256036,13871.43713348544,77871.85844363959
9992.804928636197,1.8390704191504506,-1115.1401686309825,-1115.1401686309825,7102.819177381246,63661.93818686002
5984.796062006586,0.5109197119485838,-6105.7008767962025,-6105.7008767962025,37598.72922679089,162263.17666833117
9929.811978943702,1.8819730578224585,-7820.43400494118,-1966.7380557097058,124353.81529673787,198148.34941107393
4662.84476810124,0.7035873220698704,-7456.749309908324,-7456.749309908324,2640.003598724985,35093.184520507864
1039.5274612881403,1.4295635078485105,-1919.7358629646267,-1919.7358629646267,5943.794016505209,68941.93938546418
5580.7955101776015,6.051666571758356,-7860.849178417593,-7860.849178417593,17653.981676036834,122474.87124224645
2059.1357254609366,5.020516795130819,-2450.380911999465,-2450.380911999465,4201.802194487941,81028.20110534868
972.6339900916906,1.0815708739485137,-2979.064953403442,-745.3141062172281,2496.931969380479,143788.0639632451
3929.0043442711426,4.191614382917508,-3740.6331978319154,-3740.6331978319154,1462.8714466130018,34214.60902921914
3061.745291324694,2.5972342564831257,-7622.7410353559,-7622.7410353559,5478.69410481127,57421.896389989255
3371.419201302209,2.991689771322144,-817.4219129982796,-817.4219129982796,5248.9332304145555,56369.05548687049
4861.461967164608,5.2050277782327585,-5648.264379237069,-5648.264379237069,706.5990793657938,24177.748511045887
15756.538976242571,1.9933121121510624,-1670.9148105133754,-1670.9148105133754,24346.723556391462,122427.30562480322
7575.931923563654,2.386905144582949,-308.5073671784744,-308.5073671784744,1302.310975867105,27199.97683918972
1233.292212467123,1.4389621562405552,-9494.47435503406,-9494.47435503406,18360.979454959717,94545.37613198847
6658.543918315816,5.699185279517003,-2563.3584346382254,-2563.3584346382254,8574.151251868485,74696.71844464392
3619.33248801106,4.302693786517332,-56.405383211659554,-56.405383211659554,28222.752670479807,107175.47864985057
6782.67550959778,2.708873351385418,-2120.5451271295383,-2120.5451271295383,8669.603594696962,77239.49566619853
9123.948717786812,0.843443109907253,-4892.87469091913,-4892.87469091913,5368.939709571741,62325.74378287032
4652.35448331945,0.3980158207131448,-8941.569389398057,-8941.569389398057,6647.386212582111,77298.30291820946
3855.2214819221585,2.7411093433035405,-9867.175954834058,-9867.175954834058,7919.358714332977,88561.62373447248
5108.47685333485,2.314055632733345,-481.9351986103027,-481.9351986103027,51854.81935536223,191976.8253821059
1479.155636341318,0.40569392945974075,-1065.2917488098578,-1065.2917488098578,295.4176224927339,21686.063919032244
4501.829567325952,1.8939586298108289,-636.3468422423424,-636.3468422423424,3364.0170002584746,153524.1520344343
4250.569509302162,3.1250226822438005,-4087.415287968673,-4087.415287968673,4726.468296875053,89394.58445969207
2135.692623764329,3.5891150151580984,-5778.887236817391,-5778.887236817391,23890.838212581355,103419.76273300509
7594.181664713765,3.3713245293069916,-9222.477795921612,-9222.477795921612,20378.859895100933,97989.36681901924
6266.05257870357,3.837445292965172,-9086.850000830633,-9086.850000830633,9284.144683033519,77306.50823422936
2004.5448649539405,1.4003447685692407,-8632.718752162173,-8632.718752162173,26402.617231586206,151808.51011488604
4121.007566683074,4.241005032866086,-8322.505486682106,-3897.1192040916712,1580.675600067898,55544.22977599383
2513.0079554666663,0.1126107883931279,-7981.55851780655,-6752.687040733102,22314.107565412138,160761.7641662671
7584.965771299949,2.383508394806789,-6928.465200286441,-6208.10356012671,70985.24690761999,189485.0237366703
986.4560203226259,6.137936025288959,-2722.59958082125,-2722.59958082125,4693.0728877409065,108808.29661591833
8998.885724724192,4.7174242169891025,-2227.501242924328,-2227.501242924328,5328.122007014189,52587.63210060171
5307.1362036579185,4.715691664150533,-1813.8702555426066,-1813.8702555426066,236.17257128497158,15835.634369511632
7306.487432570205,1.1553119879567675,-2759.2719123267684,-1068.648175547629,5847.600685091735,164197.17606304341
356.1625171222127,2.1753448466979903,-975.7063031220015,-975.7063031220015,1597.41109160531,39587.41860587499
3229.170947104659,5.300160099694163,-8864.473162908484,-6017.584291785636,2815.317685974709,68094.29228849223
4353.685695267415,3.938898951570374,-1380.6185148922955,-1380.6185148922955,27002.41547393643,153586.25400746166
7850.714231117831,0.6768390519448699,-8606.234842802802,-5185.720723974902,3121.1232894764853,80712.83829423311
6601.723995569294,2.7089708076225856,-3838.092566715362,-3838.092566715362,2908.361550147118,75102.135241593
3542.24993464508,4.6289751353952795,-6399.712462533498,-6399.712462533498,23166.769784000986,113883.64707520981
5896.373919584279,0.19731827978488858,-1080.17796038253,-69.47228657010373,1562.605877017366,187531.8597906111
6940.594156811305,5.102410104489743,-1197.3353389819597,-1197.3353389819597,55223.899335226786,135621.2450813511
1292.5612646405923,1.7070503832801631,-7278.796188690972,-7278.796188690972,6375.1774921223,74604.35710956462
9245.07605046179,1.57250646975541,-646.337025230509,-646.337025230509,640.7516072953176,24208.101844630644
1163.1801519891956,5.919457985813649,-580.0122455449941,-580.0122455449941,225.292823733408,15189.168694069314
4800.308239421927,1.18976473533863,-2109.2478175060937,-2109.2478175060937,3512.087663465935,49580.21074233118
1857.7173176848637,3.292892916143694,-881.8562797643359,-881.8562797643359,647.7229946656645,25836.184343767807
2996.996949889175,0.6988445650225108,-1594.9177650203605,-1594.9177650203605,18948.62274529483,101598.89233130224
1742.575387724331,0.9097401555227397,-387.3253100531637,-387.3253100531637,9924.25109001578,70680.28842375445
2514.1767571939827,4.948528081728514,-8903.35253474422,-1586.7616576381042,8054.9521853972,164711.14016644278
5765.8010448024515,1.646437770345148,-6685.702382528318,-6685.702382528318,6844.812504987287,64519.0679250838
5699.3801082952905,4.497163078365205,-3320.388133657579,-42.08827517267173,781.0216802385962,183847.7173744735
5510.934451995613,2.504265159332677,-2276.9512675525793,-2276.9512675525793,734.0490356696755,34811.546174523115
3041.827940347634,5.656690983511284,-4515.346823147007,-3957.9170728122317,1231.1971769066586,47963.41801838693
841.6282932489634,0.40755416892515384,-1538.218381407569,-1538.218381407569,52.86867866985767,9217.300586770876
5198.399773897708,6.257238204137015,-7618.184575660707,-7618.184575660707,9388.594517203608,70007.16715302452
7813.300154776006,0.09117346409201903,-262.00035797585343,-262.00035797585343,1967.1013063171101,41142.71357936881
6037.397049831641,2.7465798290424606,-233.28987027270264,-233.28987027270264,814.9831594707222,27485.560024121874
14879.257224636727,3.770669638269972,-6638.7773108542015,-6638.7773108542015,863.8811718960669,28493.42310279473
1879.215608028261,5.787685708715439,-16.265663153067766,-16.265663153067766,14.466229297520936,5552.587037437163
3737.274336714364,5.833665910443065,-9770.096949043756,-9770.096949043756,9923.543188593245,114229.15551966331
3970.259896033816,0.314257919390417,-2657.2657639506815,-2657.2657639506815,99845.75377943127,188567.84333227013
3802.6299743276086,3.0048154914437077,-5615.441834741878,-5615.441834741878,6853.970587238693,73559.87266975897
4463.113580748094,1.448242110417715,-6518.8591048809685,-6518.8591048809685,15044.872828681619,76730.19396914622
14735.29432341367,5.925055963812046,-6770.615888664395,-6770.615888664395,88409.91276696441,175422.50184739323
2688.7808871074703,2.796506764010034,-5065.423293697876,-5065.423293697876,1793.6877538245726,54494.08115516476
6460.873798830811,6.160653879814495,-5581.297365862051,-5581.297365862051,1557.8000091101876,32561.045826666745
1215.5912701355992,5.768215527781032,-6766.601403479867,-6766.601403479867,20640.40698716501,96810.1885404976
2746.785392277236,2.0041829194752614,-6846.705169431959,-1992.7397570364801,7382.398608279965,155410.14442877626
1491.3613389439938,6.00258495318166,-2958.451320430684,-2958.451320430684,154.30926499662382,13563.489085093375
4192.8836968925525,5.0076703706041155,-2246.807472592964,-2246.807472592964,9259.51067742194,147083.11334458634
5467.932753228222,1.5538749795524782,-83.31532536381859,-83.31532536381859,41582.69437095091,127840.56381463926
10291.659613784255,2.8115603238016686,-3511.7718600779335,-3511.7718600779335,3266.23877034197,47828.68073475054
3109.4877061255233,1.758906864541374,-2664.5559903850112,-2664.5559903850112,2331.2509673671107,47108.95750762474
10509.119274040499,3.109557375476342,-682.4440780015573,-682.4440780015573,24.051976114247736,6916.301932408674
7211.9855805653715,2.6430200349613036,-4541.116436618843,-3850.378846548593,7186.826847168032,129949.65641628347
5939.299886749565,1.445049650843979,-601.3822529342083,-601.3822529342083,1411.9995904520845,33651.88148349481
5069.111386957405,4.5070266240403125,-9360.149379615363,-9360.149379615363,3436.712282925577,46502.83273477279
2726.4629577188794,5.970865269534025,-156.03408587696265,-156.03408587696265,9218.922154097858,77461.04991462501
1663.5770365311566,3.6763284586337583,-5201.239067840095,-5201.239067840095,3354.1582333398765,70719.64949780972
5790.213644418215,1.2814530545345864,-2917.7065660519606,-2917.7065660519606,19985.07899003998,88157.11374340516
2092.264145261546,6.070899907757946,-4846.746858802775,-4846.746858802775,4491.8624671484085,90370.96302734454
5405.394400791139,0.7511345955224893,-6872.460813303713,-6872.460813303713,4194.812510250804,75139.96386258604
4263.490963534478,2.162516783922757,-5772.6032679894915,-5772.6032679894915,16296.153122760537,92647.82998046234
2419.663817743033,5.642163426991735,-6385.231685132711,-6385.231685132711,3554.618908477304,57814.7705968052
6902.506859131652,1.905927069244368,-9030.69667687832,-1109.8393721574985,148006.95646305263,198464.33103160598
1116.9195311148042,0.46195650557797785,-8074.888589982925,-8074.888589982925,19806.441460348353,83408.79103961664
1828.2721675490147,1.8224301942199541,-9523.075213395012,-9523.075213395012,12546.615920969383,119992.16027268884
4620.751400084525,3.7156941735858484,-107.13676201171806,-107.13676201171806,326.1795007088681,24299.455175205876
5309.779832831679,0.1687826570692392,-5612.0271711722235,-5612.0271711722235,7717.513624636025,56972.489396982026
4154.916588925813,6.1548973177216295,-5396.238478280894,-5396.238478280894,52753.95633113343,156834.0640879615
6989.1678019575775,3.5969611073345376,-1859.780366928837,-1859.780366928837,249.5476967967877,16348.00285199975
7433.739561648308,0.113068411180477,-1459.3393460066418,-1459.3393460066418,99395.77271397309,163177.32963943155
1810.6447348282284,0.34676858946682365,-5787.463748086341,-5787.463748086341,17996.87133299811,93919.92502402684
13698.67573558026,3.104186045184718,-7094.087856795471,-7094.087856795471,3339.9450079417766,56208.91052814374
1711.36123686824,2.1613679384777233,-2322.7637133798194,-2322.7637133798194,9475.5920367957,83928.1098695173
10610.33098783408,6.166274828379905,-4213.572230985502,-4213.572230985502,1921.5002628949205,55495.71230362577
4864.3870118009045,6.050497240349903,-742.6023204672106,-742.6023204672106,4056.9343424607164,49786.27182464531
2227.409019321587,0.3900296683820542,-3170.461797264592,-3170.461797264592,3411.848747757057,64346.47163124096
3324.002619228883,1.030575174655809,-2215.211120077446,-2215.211120077446,49120.27660961094,193211.37134564065
7042.357686230434,4.102062652588709,-2383.6796664246363,-2383.6796664246363,8446.34462341119,67607.48073144599
3104.888217510913,0.7649365766164689,-2197.97325081704,-2197.97325081704,261.1882023438011,17227.831990902298
1010.6201362283016,5.544596564803495,-485.2107968862018,-485.2107968862018,26032.90163591522,125928.49827724174
653.3653573374066,1.3138853475982681,-5773.795174154166,-3705.700760328727,1449.55428040462,52880.076300358385
14730.634596729054,5.394830541916609,-4093.592550190542,-3767.4074822718453,3073.8634486313695,89759.88370594768
2275.0919086262134,5.699401905798534,-8019.387846149954,-8019.387846149954,19243.75459505644,97827.24336293289
372.7718324965078,1.475346047988979,-930.8874238453058,-930.8874238453058,3190.993643549936,122610.39651392715
11498.59569258158,4.263812048017026,-3244.5311808695365,-3244.5311808695365,13119.80367327604,104526.84564887536
3403.398621461269,2.094459987701199,-9983.210846375838,-9983.210846375838,13025.1494662039,88643.00169799702
5425.728925290916,5.38829453478008,-6220.502331702545,-6220.502331702545,334.6643795862137,18736.614193596426
7517.888155129338,3.9224613701248967,-2768.873566457718,-2768.873566457718,369.62571282657655,24553.82465904486
3721.6071828656245,2.1950892277560565,-2715.028904019433,-2715.028904019433,3281.109771206474,44565.56333490447
1491.4949139159874,0.8648618079424362,-2701.583676579784,-2431.6543231517385,1232.1524343929632,59992.8364449447
6647.336466343869,4.321217656102049,-3123.777378300001,-3123.777378300001,603.5629679808749,27647.098581842878
3250.508847739232,2.6932079296658484,-96.90986494081177,-96.90986494081177,1143.039474360291,43231.24145724187
7597.290461435962,0.7872735600195756,-150.39741001109053,-150.39741001109053,850.3580364265158,26709.26766842017
2915.7110830245792,2.378506177271716,-7481.697889579267,-2459.2809218631965,57774.7412901245,194099.80787766216
