Final R,Final z
18.2404481918707,0.12809046542776412
4.242815009956406,1.0583226150174387
13.691973290570367,0.9491755329327404
8.756860902017342,0.18974074764441246
5.531189063936751,-0.39716412550257585
0.2344320389082744,-0.014191738409804018
15.625786288396311,0.3097271870133039
3.306018203786171,0.003502372454244359
12.289097720937708,1.428004992175187
22.53282349682558,0.7624920366722453
5.0881949129429795,-0.05001060236134255
2.3220634283305124,-0.07752294222116303
3.733663366886341,0.027010223052733196
11.33248634913554,2.7186665851798555
0.9162751171229335,-0.18962817698728604
10.160410529846247,-0.10639682756718288
1.9227288879396103,-0.009074511978040522
10.724429371293,0.14648600640955303
3.556698173844185,-0.028071070319644002
3.7851054621517735,-0.36623016711810696
2.6558235183867183,0.033781409849562107
1.9499635960658726,-0.23355313044737955
8.659321999667927,-1.6177125426821515
11.682132654593552,-0.3131992855177424
8.775780141265537,-0.038578722187151866
23.792674559120705,1.4348223064306411
3.220197284666906,-0.2416786558416715
20.415155018590326,-2.832811067925641
2.412964231385965,-0.24385298484272988
1.0673299102177,0.004380990677298755
1.7815903845928558,-0.2550868885460856
1.16729735088121,-0.10717794493748649
8.36226149528808,0.16114393577786826
0.9439037181899657,0.020459760947079766
11.941081013143398,-1.66710890773988
8.533177042008175,0.48699138295882016
5.034211203911057,0.0138265659604986
6.268657757908133,-0.4187375592591272
68.66482588570112,-23.852835612984702
4.2259537543899715,-0.06271058374791579
8.313410589977616,-0.17135861977664915
3.5413704040707583,-0.5757388998779558
7.771780649065553,-1.3425404989334988
4.201221541867564,0.10402365809205683
8.639881432897342,0.19111504273100305
2.097093336954836,0.09598257097376077
1.8981789064020844,1.186031677095288
13.02950267499235,-1.7943081367189517
5.965684396769765,-0.09545293211122304
3.1828845221598323,0.020611722242247246
3.6807302731683578,0.00027514098954695
2.921408976937419,0.022683839485907062
4.143710929727103,-0.06720044790300424
4.928264714867403,-0.021534121589858794
23.764409530125274,0.22129429108646806
6.9538932090977115,0.02286342896303632
53.105440370700705,11.425136725337397
4.457264863886679,0.11970938227085264
21.23042714555204,1.8922913745399366
799.7540528321877,113.2840553887654
17.038353433853814,-0.2945328961369174
5.248773804758434,0.12049610954217992
7.55220380248598,0.5991821661871247
4.620011164031706,0.09400338877724246
37.00076925807022,0.6456969007443298
1.5391209544891509,0.002128205644811135
8.517170914280843,0.20621811281319277
21.985472845367017,-0.2535841008129625
7.20917852808469,-0.20711275168982302
30.787254396508757,0.37605356507499216
18.80842349531185,-0.16093643689280693
10.0321438608251,0.028724705268244513
1.1012808276696742,-0.07264220987043084
7.792095198033068,0.3058138842838056
23.18603709555923,-0.12937296471173437
2.5482092733361488,0.19399136734381237
3.8428254853795782,-0.009099767031804607
2.004369075157798,-0.27576853486992037
9.793503411534491,-0.8926143770520062
2.0669977738193768,0.04700185019240473
5.621736549474282,-0.12412769865161709
0.8740616030396665,0.04187566788266209
0.3583737299734084,-0.002688447002008937
3.906369337024015,-0.14396905308376176
2.687021108855859,-0.4088091369229888
54.31863650454444,40.22613470130554
0.8683332397026445,0.015000673285615884
1.4897265785115192,-0.03871469138277471
2.7513368501094257,-0.09211350782920702
7.536337713993904,0.13635893095245444
3.149295915616956,-0.2608476765869614
8.516917509985179,-0.08262356873311745
8.225841148475613,-0.036398481408098156
3.5505705516410297,-0.2762680061711151
4.606243342304706,-0.05430265326242713
23.495480703566106,0.6571782545949171
5.544965027689359,0.4771590261162801
7.9921098786470885,0.09851878990306757
57.303150178985675,0.012341190917870207
17.88047165861841,-2.181775182229386
4.795360323024682,-0.8830159340857502
1.0085603672269656,-0.03559589846306817
9.401072700054465,0.23530675502826498
13.088747834250746,-1.679784864702106
6.011902905293092,0.7026020879470815
1.6925163011340671,-8.845240293214228
7.458028154059518,-0.5450970408643332
1.4041888917669314,0.12072232315955497
27.727077803984486,-0.032333069982942275
2.9452561779073236,-0.2480752280405621
5.4001864540646975,-1.1392915484500181
3.128849567138128,0.00744571940655164
4.931147348293319,0.11602946170116764
44.58022566076939,7.435950298913705
