#a/Rsun e m1/Msun m2/Msun vx/kms vy/kms vz/kms
76 0.8229 1.9546 1.4339 -74.6571 2.0286 -70.2263
0.299 0.6790 1.9200 1.3429 -232.7319 236.1270 -172.4128
8.702 0.4250 2.5271 1.5689 -43.4854 87.5389 80.3169
2.913 0.9413 2.3739 1.3162 382.5211 -204.1868 -259.5137
14.92 0.8946 2.0592 1.5179 -11.4499 106.5079 -44.3769
3.003 0.0409 1.7742 1.3603 -11.9793 29.4696 107.2270
73 0.9409 2.7051 1.6100 -24.1890 -2.1427 25.2589
8.034 0.3753 2.3669 1.4454 6.4588 -41.0024 35.7240
45.31 0.2833 2.2848 1.9830 35.3534 3.7006 -63.8188
2.164 0.1972 2.3650 1.3388 1.1876 -0.2898 19.9752
21.55 0.5633 2.0244 1.6180 26.7395 -8.8877 -87.1894
165.5 0.7914 1.7705 1.9636 27.0867 -11.8131 -46.1764
52.48 0.4369 2.1040 1.5877 -43.1418 -20.4858 34.5737
1.584 0.1874 1.6517 1.3144 -30.1868 53.8418 156.6374
15.5 0.3599 2.1878 1.4470 -1.1633 -6.6590 -87.7758
6.132 0.5141 1.6398 1.3192 23.3843 -34.7614 -110.7521
143.4 0.5773 2.1367 1.9366 -44.1690 20.3416 15.1744
91.13 0.5583 2.6351 1.9679 -42.7998 37.0194 -19.7889
23.01 0.5250 2.4444 1.6560 -36.6890 -62.1474 59.7328
4.255 0.2434 1.7417 1.3623 -101.9383 -43.9017 -4.2767
0.5583 0.8456 2.4798 1.3261 200.0291 -174.0179 149.0151
7.431 0.3173 2.1359 1.4469 49.3732 -115.7952 -10.2593
17.06 0.5704 2.1245 1.4204 35.1334 -6.8547 57.8036
19.3 0.7524 2.0748 1.7439 102.8186 28.9002 15.0624
6.669 0.4139 2.4830 1.4425 15.0029 92.1900 -11.6235
21.94 0.7749 2.3926 1.4456 17.9082 20.2600 8.1495
8.979 0.7191 2.7315 1.5310 -182.8224 37.9600 235.2666
0.9863 0.1604 2.1754 1.3741 -66.1372 -41.6570 -117.4844
1.195 0.1009 2.7021 1.4146 51.2420 -74.6019 27.4209
49.36 0.4954 2.0798 1.7678 19.7557 -28.9577 67.1326
2.56 0.1724 1.9865 1.3724 -3.5544 40.7094 -33.7381
21.17 0.3630 2.0149 1.5743 2.3258 38.2634 -79.1044
4.175 0.6100 2.9651 1.3102 -30.0209 -27.9636 18.4475
4.219 0.9857 1.6565 1.4292 -175.1236 345.7613 -380.1301
1.93 0.5448 1.7320 1.3523 33.4152 -85.5699 -2.1848
0.2359 0.3100 2.0431 1.4590 -295.5184 162.0012 296.3305
1.589 0.2241 2.1225 1.3429 -17.9410 5.9517 -68.7978
2.217 0.2248 1.5908 1.3054 4.0074 43.5151 -13.8718
103.5 0.9642 2.1660 1.6909 -89.2992 -65.5726 -143.0985
0.4875 0.4237 2.6386 1.3780 -47.1079 -269.2540 287.8484
2.654 0.6019 2.3741 1.4272 8.2088 -123.0012 -16.5627
4.382 0.6427 2.7165 1.4533 219.7263 -29.2866 73.4766
1.796 0.7493 1.9829 1.3678 -88.5102 141.9379 119.9809
4.253 0.2987 2.4645 1.4413 -41.2881 -52.8972 -13.2169
1.255 0.0883 2.6237 1.3161 -17.7053 28.1370 -0.2648
1.539 0.0817 2.7670 1.3467 -25.3193 30.9890 -61.4620
2.166 0.5062 2.5275 1.3440 123.6176 -95.7769 36.6938
44.18 0.9231 1.8337 1.7518 15.4330 76.2362 38.7961
1.246 0.2148 1.6611 1.3552 47.9723 -50.8971 3.8376
0.1966 0.2248 1.6296 1.3529 -675.6317 140.5046 330.8766
27.91 0.6977 1.9855 1.6075 -88.0026 8.1212 60.1847
0.4993 0.1659 2.6809 1.3720 -27.1573 101.4731 -29.7667
134.3 0.5645 1.8886 1.7902 8.9156 48.8209 -41.6266
0.7774 0.2527 1.3372 1.3208 -60.6442 152.9232 231.8452
1.073 0.1874 2.2842 1.3727 -18.2032 -42.2299 -88.6957
24 0.3081 2.0713 1.4746 44.3971 101.9209 81.8732
0.9255 0.6870 2.6701 1.3235 125.2344 187.1507 208.0224
361.5 0.9211 2.5016 1.4371 -57.5555 48.5137 22.6130
14.57 0.7318 1.9710 1.4706 33.0187 -103.2491 126.1193
2.624 0.2061 2.3515 1.3323 -25.1402 -0.9168 -55.6452
75.34 0.7574 1.9989 1.5054 -54.5346 -19.2960 53.7028
1186 0.9740 2.0931 1.6631 17.9770 -51.8578 35.9258
70.82 0.6716 1.9804 1.4932 7.8223 -0.1214 67.4732
24.22 0.7676 2.0490 1.5755 -92.8410 77.7338 -23.3451
6.74 0.4535 2.3979 1.4420 -12.4860 11.8184 -39.2443
4.92 0.2792 2.8648 1.8186 184.0238 -38.5014 34.2332
16.26 0.7912 2.0127 1.4769 144.7236 -18.1138 -24.5610
0.7513 0.9039 2.5898 1.3010 409.7079 291.1428 86.9204
9.129 0.5708 2.6596 1.4983 -243.7176 -134.6160 100.2547
270.9 0.8935 2.0681 1.5968 -1.6620 -41.9174 -41.5610
112.3 0.1949 1.8381 1.9084 -48.3088 -4.6894 -17.1755
955.5 0.8502 2.7066 2.0075 18.9921 20.5561 -25.3132
3.474 0.3365 2.0388 1.3800 0.3573 -56.1715 -25.6679
1.747 0.1391 2.2410 1.3039 36.0720 44.6930 -19.4807
0.1745 0.2738 2.5213 1.3410 107.0171 -70.1890 204.1361
10.23 0.6001 2.9870 1.4438 -7.5743 -24.1112 -42.4296
19.09 0.5978 2.4540 1.6866 95.0090 -68.1465 22.1169
16.74 0.3869 2.0139 1.4463 30.4907 -54.6322 -96.8956
607.6 0.9499 1.4167 1.4165 50.0304 -72.3514 24.7995
31.2 0.9635 1.6813 1.4585 -138.8078 79.1846 -161.3319
0.2865 0.2459 2.7058 1.3164 -9.1086 -34.9994 212.7884
0.2153 0.1149 1.3600 1.3324 399.7884 307.5350 364.8189
22.06 0.3161 1.9364 1.4307 6.9194 26.5150 73.4349
66.97 0.6913 1.8958 1.4101 -3.5335 29.2884 18.8896
60.85 0.5345 2.2732 1.6999 -39.9196 -47.6901 54.1529
0.2411 0.3660 2.8409 1.3062 99.7461 -12.3689 -181.8286
0.271 0.1315 2.6723 1.3275 -58.2282 91.5728 63.0835
16.7 0.4642 1.8880 1.4094 -47.9322 66.3941 -4.4691
64.41 0.5868 2.0755 1.4918 20.5893 19.9863 38.6601
90.54 0.6810 2.1234 1.5778 158.4384 57.7768 20.2195
1.188 0.1253 2.3697 1.3327 33.7537 8.0679 -33.8293
11.25 0.5447 2.3829 1.4454 -64.4991 2.8761 18.1548
83.91 0.6398 2.2016 1.6111 24.9762 59.2908 -27.7798
1.227e+04 0.9907 1.8884 1.9997 19.6533 -32.4082 33.3889
25.75 0.3574 2.2193 1.4856 -120.9346 51.4205 40.4569
2.458 0.4535 2.0909 1.3817 -33.1078 93.9064 82.7122
20.92 0.4010 2.3344 1.7784 82.6405 28.3968 -60.6670
34.56 0.7822 2.8888 1.8124 135.0941 -63.9237 -104.1127
37.73 0.2470 2.0568 1.5691 55.2884 -33.8050 -58.4380
15.58 0.9973 2.1540 1.5725 15.6224 -102.3228 122.2505
0.4528 0.2220 2.2826 1.3584 -42.4990 -101.6160 104.0265
2.449 0.0872 2.4465 1.4078 -76.8641 11.1073 9.6597
61.59 0.5659 2.1252 1.5110 48.3901 -23.3605 -53.1679
5.046 0.5756 2.7498 1.4805 -36.6422 -18.4381 77.8868
4.612 0.4939 1.5761 1.3080 7.2655 20.8872 -63.3056
171.7 0.8443 2.0997 1.6819 2.5159 4.1229 64.3496
591.3 0.9637 1.8552 1.4396 -4.3322 -24.3537 38.6214
420.7 0.9640 2.4692 1.7648 -64.4085 -67.2963 -6.8315
3.401 0.3814 2.1173 1.3052 -28.4045 15.1297 -36.0073
6.507 0.4587 2.6143 1.3813 -31.5179 6.7002 3.7418
1.256 0.9013 2.0558 1.3816 -2.4965 -85.6291 260.1103
11.38 0.8104 2.7836 1.3572 -27.1164 -6.1801 -7.0470
1.983 0.2570 2.7433 1.4328 -68.0103 49.9823 5.6580
52.84 0.7211 2.1900 1.8635 4.1965 -123.3806 -26.4482
22.82 0.4089 1.9531 1.4407 23.4644 31.5651 -59.4854
110.5 0.9285 1.9475 1.4135 85.8587 49.6087 42.0330
9.968 0.6649 2.8758 1.6619 -11.7899 -65.2806 -24.1750
227.7 0.9733 1.9241 2.1519 -32.0674 -37.9879 -51.2046
43.92 0.8369 1.8265 1.7640 -69.0161 28.0400 30.5049
20.99 0.8017 2.6418 1.7533 144.5045 -20.5299 -16.2122
25.85 0.4566 2.8117 1.8285 34.5899 34.3753 85.7636
0.8485 0.9031 2.9845 1.3268 280.9329 -90.8661 -22.1275
0.351 0.1919 1.5912 1.3323 -52.7623 -98.8520 -13.3781
1.472 0.8423 2.7277 1.5048 -382.0531 48.5996 82.4687
2.586 0.2292 2.6426 1.4361 -8.5436 -13.8142 -76.8761
2.567 0.2847 1.5745 1.3024 -10.4061 45.9855 -38.0797
7.492 0.4503 1.7256 1.3417 59.7994 -22.0074 -51.0995
8.151 0.3193 2.3706 1.6132 178.9208 16.3704 33.7400
64.48 0.7682 2.1431 1.5820 -71.8014 30.3962 8.3224
7.738 0.5617 1.7658 1.3781 -75.6389 -61.1388 44.7247
1.356 0.4639 1.6488 1.3870 -8.5764 95.6747 122.5738
0.4135 0.3062 2.7846 1.3350 51.6540 94.8361 -112.7148
2.86 0.6389 2.8017 1.5633 -166.0974 90.0554 -56.1079
17.39 0.6784 2.4750 1.4271 -22.7248 -8.4840 76.2676
21.94 0.3103 1.9046 1.4182 -32.3232 52.1526 6.5608
3.539 0.3672 2.4476 1.4099 -11.3315 -53.6362 35.8330
11.24 0.5797 2.5990 1.5059 -4.5037 21.5619 -51.7986
2.426 0.1764 2.7252 1.5031 -83.5447 58.0275 -190.6798
25.07 0.5383 2.0415 1.5086 -86.5109 -57.3435 -39.7061
108.1 0.1619 1.8552 1.8046 -7.9114 44.4375 -19.4266
88.66 0.7544 1.9567 1.4411 -100.6586 6.8869 -38.1415
0.5334 0.7088 2.2217 1.3714 100.9758 162.4641 -275.6282
0.9356 0.0910 1.6325 1.4473 158.1824 -298.7520 122.9658
40.15 0.3902 2.9746 2.0938 -80.3453 57.1416 60.9021
17.73 0.4467 1.9728 1.4523 74.0746 -22.2144 -41.6744
0.9029 0.2282 2.2851 1.3047 -47.4264 32.3394 85.8426
96.76 0.9453 1.7821 1.4279 -17.0441 108.5497 19.5208
34.94 0.6264 2.4057 1.7056 66.2406 43.1177 38.2824
1.242 0.5368 2.4014 1.3680 83.6919 -17.1415 36.0391
74.81 0.7357 2.0306 1.5893 -20.0719 41.6351 63.6665
4.816 0.3016 2.9412 1.6650 -24.5782 -63.6313 -101.5523
0.5021 0.5276 1.5987 1.3033 105.3910 37.2542 -191.9139
152.9 0.8249 2.3837 1.4016 -3.0746 12.0018 69.3298
1.828 0.5918 1.6132 1.3193 120.1984 57.4155 -121.0304
12.55 0.9263 2.0022 1.4579 -48.7079 -55.2430 -145.7025
120.7 0.8056 1.9807 1.5202 53.3942 -32.7222 29.8372
819.3 0.9612 2.7042 1.9671 -40.5892 -34.8644 64.9274
24.37 0.9554 2.3569 1.9411 -77.0253 -46.3009 64.7605
22.22 0.9538 2.4623 1.3945 75.8649 -83.7839 194.9323
0.3743 0.6123 2.8858 1.3152 -234.9251 246.9759 241.7109
2.267 0.8757 2.3224 1.3362 -206.2226 -111.3526 -283.0220
1.941 0.3552 1.9865 1.3705 52.7768 -82.1808 53.2244
16.21 0.5489 2.1912 1.6927 128.5497 -14.2980 28.9048
13.35 0.9095 2.4863 1.3425 114.9996 -192.8045 -78.4001
0.2229 0.2002 1.5644 1.3062 359.6305 138.9086 64.9751
1.001 0.5384 2.2896 1.3496 131.5471 110.4013 -36.9475
0.9522 0.4444 2.5550 1.3034 27.5320 64.0304 69.6621
41.35 0.5360 2.5737 1.8137 30.8990 -9.9731 -90.4775
79.06 0.5878 2.3177 1.8930 -53.4085 -43.6915 -11.8943
3.058 0.3189 1.9038 1.3267 32.3907 -51.3713 47.9085
35.37 0.7085 2.8085 2.0483 -2.7081 51.5726 86.4785
21.23 0.9333 2.6921 1.4320 -3.0248 18.5620 1.9878
4.313 0.2463 2.5375 1.4417 -61.8488 3.9619 5.0830
265 0.8817 2.2561 1.6238 -33.7969 1.3989 -37.4786
180.7 0.8971 2.0857 1.6190 45.6575 86.5797 9.2369
39.15 0.4561 2.0584 1.3970 5.0582 33.8114 47.8259
2.555 0.6734 2.9385 1.3682 32.4693 -71.1876 96.7371
1.394 0.1188 2.6239 1.4185 -119.1655 -6.8625 61.1273
0.8789 0.1098 1.6299 1.3083 183.8160 -20.4053 -14.9442
0.4866 0.5919 2.7600 1.3018 56.4281 11.0388 197.3220
1.271 0.1693 2.7003 1.3207 -26.2521 -30.7041 -50.2433
0.1499 0.6807 1.6162 1.3417 140.6256 -17.1925 -62.4194
68.99 0.6648 2.0694 1.5805 9.9177 -22.8056 61.8687
18.75 0.8946 1.6649 1.4569 -54.8196 -95.1415 21.3898
22.13 0.4931 2.0414 1.6136 -51.1115 90.8561 71.9190
11.92 0.6509 2.5243 1.4409 52.6587 -56.2146 5.3745
20.38 0.5520 1.9544 1.4692 -54.6520 -35.7320 -57.0957
42.63 0.4347 1.9764 1.4671 12.9569 36.8600 28.7216
5.758 0.4138 2.5395 1.4416 48.2612 -11.7346 25.7969
3.998 0.4043 1.6006 1.4642 -60.1077 -77.9223 -42.9695
25.24 0.1596 2.0536 1.6207 0.0522 76.3794 50.3528
0.1855 0.6237 1.7562 1.4427 -143.9151 -481.2746 823.7134
2209 0.9820 1.9644 1.6443 31.3782 -25.8416 3.1661
3.904 0.1678 2.8600 1.8231 -18.4770 101.8406 186.6670
0.1495 0.5908 1.3623 1.3292 284.6722 284.1596 -140.9280
31.11 0.5696 1.9939 1.4167 -42.3433 14.4446 -46.0964
41.9 0.9264 2.5718 1.3786 -294.8922 -152.9808 -280.2694
0.7609 0.6575 2.6742 1.3102 -272.9583 -48.4402 -112.7554
0.8452 0.5539 1.6241 1.3743 -63.8764 38.7643 -210.2752
5.252 0.5716 2.6544 1.4840 35.9278 -351.2591 167.6478
19.47 0.8243 2.3626 1.4474 -4.6225 128.7676 -11.2577
0.9364 0.3262 1.5946 1.3072 -72.6526 -147.3352 30.0195
17.57 0.7804 2.3435 1.4431 72.8099 26.2024 0.4370
12.8 0.4446 2.1319 1.5018 45.1640 -30.2823 95.8071
11.47 0.4919 2.3150 1.4335 6.6834 24.5031 21.7755
28.19 0.5090 2.0218 1.7174 60.9750 -68.6015 -29.0000
146.4 0.8103 2.0077 1.5793 40.2085 7.4337 -19.1221
0.2496 0.2741 1.3388 1.3378 -341.6808 -111.9187 -95.7813
38.66 0.8693 2.3586 1.4456 -36.6728 -86.0510 28.7614
24.54 0.8270 2.4300 1.4445 59.2375 221.2818 109.0036
1.805 0.4928 2.1621 1.3643 -23.7663 13.3877 3.9667
2.877 0.1578 2.6904 1.3845 28.5797 65.5455 -16.5858
0.7387 0.6653 1.6284 1.4412 344.2003 148.6537 -142.2697
2.091 0.4458 2.7150 1.4340 -60.2385 -114.9067 -58.9507
0.3793 0.3538 2.3914 1.3236 1.4663 46.5402 -17.7609
38.97 0.2618 2.1597 1.7673 20.9490 58.4585 41.4231
1.215 0.5619 2.3655 1.3243 -169.3325 -1.3099 -80.9882
0.4555 0.1413 2.4659 1.3658 29.8958 12.3895 -129.9434
152.9 0.8681 1.9582 1.4269 -49.4928 -3.3420 -50.1128
1.017 0.3570 2.7200 1.3367 -32.1853 -17.1475 -0.5952
37.28 0.5073 2.0378 1.6323 52.4345 57.1965 52.7434
0.1715 0.1221 1.3740 1.3340 -231.2365 159.5318 155.1182
0.08289 0.5393 1.4538 1.4152 -869.3376 36.3031 978.5097
27.7 0.4369 2.9137 1.9894 44.1821 -89.9848 17.1408
2.127 0.0951 1.8487 1.3053 -11.9490 -8.1761 17.4787
28.16 0.4173 1.9733 1.4626 0.2810 32.6017 -89.4116
31.62 0.7204 2.2248 1.4628 -118.6741 -41.8212 60.5159
10.62 0.7262 2.5813 1.7048 -112.3062 -53.2443 -119.5623
78.85 0.6338 2.1286 1.7103 -56.8974 26.4835 20.1377
5.201 0.1273 2.4468 1.4447 -13.0624 37.2348 52.9024
4.056 0.4217 2.0678 1.3807 -13.5748 -4.8640 31.7310
97.64 0.8637 1.9017 1.9104 86.0555 -34.3173 -2.6877
305.2 0.9202 1.9469 1.4750 34.3523 9.3300 11.2612
2.012 0.1551 2.6926 1.4358 -28.3094 -68.7409 -69.5720
38.9 0.4162 2.1059 1.4645 -37.6345 -57.7393 -69.9823
46.64 0.8143 1.6722 1.4201 -64.6932 -41.7872 12.8687
2.407 0.3033 2.3770 1.4054 66.9621 -32.2884 10.1012
22.24 0.3946 2.0148 1.5417 83.5363 -77.2922 -65.5023
1.425 0.6994 2.0876 1.3810 170.0472 61.8559 121.1562
16.43 0.4979 1.9101 1.4283 -69.9369 37.8304 37.1954
1.453 0.5366 2.7273 1.4114 323.6883 -182.0050 105.9837
0.3725 0.1708 2.4296 1.3555 18.4894 60.9158 74.8242
48.01 0.4095 2.2007 1.6431 12.2640 -21.2011 82.6690
0.2628 0.3228 2.6137 1.3580 -140.8947 195.4335 91.0151
2.659 0.5961 2.6282 1.6767 22.9581 260.6730 -318.4224
0.9606 0.2749 2.3853 1.3411 11.9408 88.8963 90.4406
1.758 0.4198 1.6408 1.3212 47.5771 118.0098 0.9676
2.09 0.4020 2.6935 1.3085 6.3479 -33.4923 69.2287
13.27 0.8317 2.0074 1.3783 48.6633 20.2275 31.6616
66.62 0.8341 1.9403 1.9763 7.7275 -69.7551 17.9061
0.1768 0.3749 2.5355 1.3310 -49.0489 -311.1731 20.3380
12.67 0.7029 1.9073 1.4191 46.0698 -21.7905 88.2791
4.386 0.1142 2.5960 1.6686 -76.6802 -59.5423 137.9457
28.3 0.4044 1.9753 1.5284 59.4392 -167.1721 64.9150
6.335 0.7065 2.5275 1.4234 -1.2061 16.3717 -38.9921
1.576 0.8800 2.6130 1.4395 211.5585 -97.2140 33.1234
0.2726 0.2926 2.5656 1.3587 20.1127 334.7972 52.9846
80.24 0.5666 2.4097 1.7494 -13.0957 64.0306 6.0852
48.22 0.3747 2.5484 1.5510 64.8746 35.6120 -37.1261
16.63 0.4000 2.0916 1.4045 1.6642 46.2600 -54.4977
2.26 0.7887 1.6350 1.3069 -165.0033 136.5464 136.3595
2.926 0.4640 1.6783 1.3464 494.9067 43.9991 23.9781
1.966 0.4025 2.3182 1.3958 -117.6007 -11.4117 48.9158
1.775 0.1602 2.0616 1.3786 58.5012 57.0956 -22.1898
4.422 0.5508 1.6054 1.3190 -46.5407 35.5398 63.4127
3.228 0.0585 2.6404 1.3156 -25.9392 -48.5538 -17.7452
97.31 0.6276 2.4926 1.8098 43.8493 39.5906 -24.7204
2.626 0.2572 1.7198 1.3545 -92.8683 29.4710 23.0165
71.48 0.6476 1.9542 1.5027 14.9089 49.5083 25.2197
29.73 0.9124 2.5059 1.4587 154.8246 53.3713 -187.5702
42.67 0.2975 1.9984 1.6551 17.6047 -14.8534 -50.7022
14.16 0.8170 2.3661 1.3224 -11.8886 -12.4054 45.0125
1.777 0.2396 2.6190 1.3225 -13.9497 -42.6391 -88.0712
21.12 0.2697 2.4571 1.7189 88.2664 -29.1456 69.4532
0.3147 0.1757 2.6477 1.3024 -93.5437 2.4227 54.0001
1.065 0.1659 1.6316 1.3069 -9.6019 34.8645 -188.1511
37.66 0.3208 2.0043 1.5857 -51.0652 -57.5315 62.0370
15.47 0.9022 2.0128 1.3664 -102.4131 29.2335 -155.9584
0.6219 0.0955 2.6245 1.3450 -6.7825 26.6683 79.4731
2.419 0.6414 2.6984 1.3993 -49.5458 -15.6094 -4.5665
2.694 0.8046 2.4183 1.4444 170.9643 23.0189 -204.9812
10.08 0.5481 2.6167 1.4468 -104.4887 38.6553 -4.4943
3.501 0.3288 2.9018 1.3015 7.6043 36.3171 -24.1848
2583 0.9916 2.2248 1.6222 -26.0855 -1.8084 117.7711
69.36 0.8237 1.8782 1.9051 11.8192 -92.1850 16.3517
1.09 0.4914 2.0744 1.4411 -109.1452 -62.4940 102.6789
33.14 0.6095 2.0010 1.4426 -43.4480 56.1492 -44.7505
15.53 0.8091 2.4264 1.8295 28.9566 72.4055 -125.7213
0.2181 0.4335 1.3680 1.3516 -312.8694 19.4997 -352.0566
4.779 0.9051 2.5309 1.4207 -200.1131 73.3208 -216.3418
9.955 0.7727 2.0011 1.3787 34.2888 -1.1881 38.4988
0.9184 0.1801 2.7308 1.3245 26.2653 36.7763 -2.5291
8.87 0.3923 2.5434 1.6291 -117.3896 -96.2174 -2.8022
0.4256 0.1932 1.8912 1.8541 542.7286 -385.9759 378.8693
7.217 0.9621 2.4671 1.6820 87.0541 90.8212 262.6550
0.3194 0.5306 1.4044 1.3612 -221.9564 -717.9160 -160.6242
4.609 0.5772 2.5410 1.3802 -86.4706 -8.2770 -271.3161
26.22 0.8384 2.5829 1.6775 129.9932 56.0742 -2.5822
19.49 0.6754 2.3330 1.4452 -41.2365 -50.2613 10.8372
18.33 0.0957 2.2601 1.7963 -82.8151 -39.2022 -22.7217
0.4869 0.4832 2.6662 1.3214 -113.6018 189.1302 18.0852
231 0.8174 2.0391 1.6823 40.0279 -9.6882 -21.3760
40.34 0.9936 2.5601 1.9420 127.6355 -43.9290 44.3918
18.65 0.9204 1.9791 1.6017 -39.1340 60.6054 -101.8696
196.1 0.8882 1.8209 1.4312 -30.0685 5.9702 -13.6726
0.3715 0.5645 2.5095 1.3030 214.4178 98.0561 172.0687
73.11 0.8207 2.0381 1.6318 8.3244 13.4545 125.5713
1.977 0.8440 2.5707 1.4406 -65.7712 -204.8379 13.1896
5.25 0.7470 2.4779 1.3932 108.5189 -92.5805 20.6350
39.82 0.4190 2.3594 1.4684 -89.1234 -31.9614 45.0005
18.61 0.6090 2.3333 1.8188 186.2724 112.5169 -205.9190
126.3 0.9898 2.4151 1.4397 -77.2606 207.3168 105.5017
0.1487 0.4453 2.6054 1.3442 -152.7071 267.4219 149.3382
5.187 0.4441 2.6983 1.6022 70.4839 -31.5009 13.4757
0.2117 0.0890 2.3477 1.3006 -84.4265 16.9742 7.0116
44.6 0.3344 2.9690 2.0543 61.6775 -39.3916 16.9963
0.3738 0.1870 1.5829 1.3371 -107.9550 -185.7229 -49.7486
4.855 0.4971 1.7356 1.3646 -7.4557 9.9584 -10.3131
64.21 0.4853 2.8256 1.5591 -41.5877 -8.2018 -54.0969
58.36 0.8585 2.8476 1.8239 -74.3047 -76.7996 -25.3952
34.17 0.2704 2.4547 1.4065 -32.8999 -76.0823 24.3122
8.178 0.4110 1.5949 1.3209 -58.8139 -64.1051 9.9828
8.419 0.5414 2.5453 1.5485 26.9585 37.0519 59.9090
40.93 0.4299 2.0429 1.5004 -10.7111 60.7016 18.4015
2.59 0.0794 2.0836 1.3698 46.5817 18.9522 41.8604
15.29 0.9211 2.0253 1.5327 -41.2446 42.7794 120.9341
25.11 0.7878 2.6572 1.8269 62.0041 62.3551 -50.6507
22.87 0.3057 2.1549 1.4964 -37.4964 64.2751 -5.2237
1.514 0.7717 2.5674 1.3142 108.8518 -147.1383 244.1971
2.281 0.6058 1.6277 1.4123 -33.9510 -21.3394 131.8431
1.395 0.1877 1.8753 1.4001 89.2927 -65.8461 33.4915
2.737 0.2906 2.7510 1.6657 -117.9852 89.7473 -22.7468
54.77 0.5997 1.9218 1.4213 97.1178 56.1655 -18.8498
1.372 0.9057 2.6963 1.4321 -130.0708 255.5469 236.2157
7.062 0.6327 2.8575 1.5796 79.7826 -72.4758 68.0213
42.85 0.7747 2.4915 1.7737 -12.4711 88.8501 -16.4900
16.09 0.5129 1.9237 1.4390 86.1075 14.1151 13.2484
31.7 0.5725 2.8310 1.7257 61.1734 32.1776 40.7195
3.233 0.0991 2.5401 1.3796 -50.2712 -7.1357 46.7633
0.2013 0.4185 1.5439 1.3160 220.3486 406.5577 201.9930
208.1 0.8378 2.7183 1.5960 -11.7441 -62.4383 -47.0567
1.207 0.1724 2.7416 1.4287 -90.8005 -79.0720 -30.9552
21.78 0.6515 2.0077 1.6459 -78.6924 -59.8133 -72.4425
32.67 0.5354 2.1342 1.4760 1.1020 -11.2094 60.9629
49.2 0.5413 1.9229 1.4339 3.7179 11.1073 -46.9027
22.23 0.3524 2.1622 1.5236 -90.0226 -22.7564 19.8238
145.1 0.9441 1.7387 1.5082 78.8431 131.3474 -54.4721
654.8 0.8703 1.8770 1.8142 -36.8612 94.4543 -36.7441
193.9 0.7933 1.8325 1.8419 -73.0417 18.1455 43.1417
4.47 0.8078 2.6243 1.3012 -69.9787 19.4369 236.7779
81.43 0.8136 2.5796 1.7624 -23.8929 78.5041 -51.1887
1.691 0.2046 2.1698 1.3757 38.0231 -25.6678 -37.2639
3.387 0.3684 1.9859 1.3676 -4.2676 35.7139 27.9100
206.6 0.5963 2.4994 1.6219 -25.5942 55.7934 76.2061
1.509 0.1643 2.7495 1.4314 68.3023 109.4776 32.4497
3.306 0.7699 2.6125 1.3114 64.9907 -80.6925 -10.4286
24.11 0.1230 2.0288 1.4939 20.4943 25.6200 72.0798
1.701 0.1891 2.8642 1.3398 -8.8565 61.8540 -11.0146
186.7 0.8771 1.9398 1.4313 5.6939 34.8900 17.2530
37.73 0.8388 2.4424 1.6370 5.8762 110.3480 -11.1084
0.563 0.1946 2.4008 1.3677 -95.5300 -3.3915 -131.8325
50.47 0.7178 1.9756 1.4096 -19.7828 -15.6530 -54.7434
55.39 0.4738 1.8576 1.7305 -56.0622 37.5511 103.2137
67.97 0.7020 1.9041 1.4109 51.4719 21.9398 14.6708
29.3 0.1161 2.0247 1.5036 -10.4412 -65.7433 126.9379
2.872 0.3446 1.8219 1.3820 101.6928 -36.6743 -44.6641
5.338 0.2883 2.5050 1.5610 24.6536 -149.4051 99.4447
39.98 0.5732 2.0164 1.4332 -38.7226 -4.7255 37.8695
21.14 0.6127 1.9345 1.4410 52.0814 -58.8557 -39.9705
6.576 0.6578 2.8087 1.5095 36.4685 -46.2895 23.3878
2.219 0.1984 2.3659 1.3935 50.8078 -6.9793 -57.0333
2.763 0.1823 2.5172 1.4416 44.8762 -70.8124 -37.2340
3.901 0.3403 2.5485 1.4395 -25.7923 44.3973 -37.4501
7.623 0.3683 2.4589 1.5033 -44.7927 -48.9246 13.4099
1.936 0.1381 1.9843 1.3703 -51.3786 -40.8711 30.3943
524.1 0.9487 2.0161 1.5185 26.2597 -9.1138 28.0943
3.461 0.1922 2.8812 1.6717 246.1807 -67.7953 -38.5857
847.3 0.9793 1.9894 1.4665 -27.0250 -30.9574 94.1644
14.37 0.8773 1.9079 1.4250 -2.4764 68.6676 91.6979
3.978 0.8241 1.6440 1.3127 -124.0136 180.7792 141.4735
50.58 0.4882 2.0848 1.5771 71.1362 3.3821 -23.7537
23.7 0.7785 2.3894 1.5183 -114.8202 42.0440 13.0942
0.5947 0.1246 2.6450 1.3160 -42.2272 53.8145 -80.1322
46.23 0.6657 1.9717 1.4572 -40.7617 -67.8014 21.2540
6.538 0.6456 2.6435 1.3012 39.3047 -65.8248 68.7097
12.56 0.6635 2.6790 1.6842 10.5293 133.1367 48.7618
91.21 0.8284 2.2853 1.6933 -48.7397 -20.4245 -46.8398
3.676 0.6142 2.3566 1.4465 136.1868 -26.5841 -35.8006
51.79 0.9583 1.9896 1.3664 27.3687 -20.8006 -53.8673
110.6 0.8392 1.9301 1.4146 11.0348 64.0785 -11.1002
2.516 0.4649 2.5938 1.4080 -18.0912 157.4287 -124.2401
0.7754 0.0181 2.6939 1.3451 -6.5713 74.1932 43.2488
